,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
643,Aucun intérêt,2,"Depuis 2 mois j'ai l'application Lidl plus fidélité. Franchement peu d'intérêt. Sur les produits avec coupons promotionnels, vous ne les trouvez pas, rayon dévalisé dès le premier jour, commandes mal anticipée?et sur les produits gagnés grâce à la carte à gratter, sur les 3 que j'aurais pu avoir, 1 seul était dispo en rayon. En 2 mois, 1,75€ de gagner. Pour moi, juste un coup de com qui leur coûte presque rien. Très  déçu",2022-01-31T10:01:30.000Z,,,"Aucun intérêt Depuis 2 mois j'ai l'application Lidl plus fidélité. Franchement peu d'intérêt. Sur les produits avec coupons promotionnels, vous ne les trouvez pas, rayon dévalisé dès le premier jour, commandes mal anticipée?et sur les produits gagnés grâce à la carte à gratter, sur les 3 que j'aurais pu avoir, 1 seul était dispo en rayon. En 2 mois, 1,75€ de gagner. Pour moi, juste un coup de com qui leur coûte presque rien. Très  déçu",0,0,0,0,0
644,Lidl des priduits tres basiques,1,"Lidl des priduits tres basiques, un personnel odieux , une clientèle qui convient très bien à la marque. Je n'y vais plus et tres satisfaite de  me rendre dans des magasins dont l'économie reste en France et qui ne part pas vers l'Allemagne.",2022-01-30T17:51:26.000Z,,,"Lidl des priduits tres basiques Lidl des priduits tres basiques, un personnel odieux , une clientèle qui convient très bien à la marque. Je n'y vais plus et tres satisfaite de  me rendre dans des magasins dont l'économie reste en France et qui ne part pas vers l'Allemagne.",1,0,0,0,0
645,Trop d'attente en caisse caissiers…,1,Trop d'attente en caisse clients désespérés pourquoi pas ouvrir une passage de caisses rapides?,2022-01-30T13:33:39.000Z,,,Trop d'attente en caisse caissiers… Trop d'attente en caisse clients désespérés pourquoi pas ouvrir une passage de caisses rapides?,1,0,0,0,0
646,Caissette de clémentines de 2.5kg à…,2,"Caissette de clémentines de 2.5kg à 2€49 absolument immangeable, j'ai tout jeté, j'ai même fait l'expérience d'en écraser une avec tous mes 110kg, et bien même pas un millième de millilitre de jus. Je n'ai jamais vu ça, une balle à jouer 
pour mon chien",2022-01-30T11:38:16.000Z,,,"Caissette de clémentines de 2.5kg à… Caissette de clémentines de 2.5kg à 2€49 absolument immangeable, j'ai tout jeté, j'ai même fait l'expérience d'en écraser une avec tous mes 110kg, et bien même pas un millième de millilitre de jus. Je n'ai jamais vu ça, une balle à jouer 
pour mon chien",0,1,0,0,0
647,Attention si on vous raye la voiture…,1,Attention si on vous raye la voiture sur le parking Lidl ne veux pas donner les vidéos alors que je sais très bien qui a rayé ma voiture j'ai juste besoin de la plaque...,2022-01-28T13:05:04.000Z,,,Attention si on vous raye la voiture… Attention si on vous raye la voiture sur le parking Lidl ne veux pas donner les vidéos alors que je sais très bien qui a rayé ma voiture j'ai juste besoin de la plaque...,0,1,0,0,0
648,malgré des avis défavorables,5,"malgré des avis défavorables
personnellement extrêmement contente du SAV
Sans ticket avec le numéro sur l'appareil ,le remplacement s'est effectué 2 jours après, alors qu'il était prévu 10 jours après.
très compétent et à l'écoute. Je mets un 10/10
Que demander de mieux, qualité et écoute allemande!!!!
merci à vous",2022-01-27T12:48:08.000Z,,,"malgré des avis défavorables malgré des avis défavorables
personnellement extrêmement contente du SAV
Sans ticket avec le numéro sur l'appareil ,le remplacement s'est effectué 2 jours après, alors qu'il était prévu 10 jours après.
très compétent et à l'écoute. Je mets un 10/10
Que demander de mieux, qualité et écoute allemande!!!!
merci à vous",1,0,0,1,0
649,"Aspirateur en panne, LIDL abonné absent",1,"Aspirateur en panne depuis deux mois. Le magasin me demande de contacter le service client, qui lui même m demande de contacter le fournisseur du matériel.
Ils ont carrément fait une enquête pour aspirateur à 50euros. Il m'ont appelé 3 fois et mon fait des demandes des plus improbables.
Il y a 15 jours, le service technique me dit avoir clôturé mon dossier, et Lidl ne me répond plus.",2022-01-27T11:07:12.000Z,,,"Aspirateur en panne, LIDL abonné absent Aspirateur en panne depuis deux mois. Le magasin me demande de contacter le service client, qui lui même m demande de contacter le fournisseur du matériel.
Ils ont carrément fait une enquête pour aspirateur à 50euros. Il m'ont appelé 3 fois et mon fait des demandes des plus improbables.
Il y a 15 jours, le service technique me dit avoir clôturé mon dossier, et Lidl ne me répond plus.",0,1,0,1,0
650,LIDL Olympiades paris 13.,1,"LIDL Olympiades paris 13.
A l'ouverture du magasin, il n'avait pas les produits annoncés dans les magasines : Oxymètre, fer à repasser, séparateur de jaune d'oeuf, filets à linge .... Il n'avait pas réceptionné la livraison. Lidl fait donc de la publicité mensongère. Je me suis déplacée pour rien et évidemment vous achetez autre chose afin de ne pas vous déplacer pour rien. 
Dans le passé, dans ce magasin, par deux fois, j'avais eu des problèmes avec les appareils. Si vous mettez trop vite les pièces, il en avale certaines. Les rares fois où je vais dans ce magasin je paie par billet afin de ne pas avoir à mettre une seule pièce.",2022-01-27T08:15:03.000Z,,,"LIDL Olympiades paris 13. LIDL Olympiades paris 13.
A l'ouverture du magasin, il n'avait pas les produits annoncés dans les magasines : Oxymètre, fer à repasser, séparateur de jaune d'oeuf, filets à linge .... Il n'avait pas réceptionné la livraison. Lidl fait donc de la publicité mensongère. Je me suis déplacée pour rien et évidemment vous achetez autre chose afin de ne pas vous déplacer pour rien. 
Dans le passé, dans ce magasin, par deux fois, j'avais eu des problèmes avec les appareils. Si vous mettez trop vite les pièces, il en avale certaines. Les rares fois où je vais dans ce magasin je paie par billet afin de ne pas avoir à mettre une seule pièce.",1,0,0,0,0
651,Coupons a gratter...une vraie arnaque!,1,"Coupons a gratter...une vraie arnaque!! 
En plus de ne gagner que des compotes, celles ci sont toujours en rupture de stock...gagner un produit qui n existe pas est ce bien légal? Demande au responsable...réponse repassez plus tard...nous y sommes retournes tous les 2 jours en vain...bon expiré...merci lidl pour votre soit disant gratuité qui m a fait perdre mon temps et mon argent!
De plus en plus de clients se plaignent...a quand une solution a ce problème plus que récurrent...??",2022-01-27T04:29:19.000Z,,,"Coupons a gratter...une vraie arnaque! Coupons a gratter...une vraie arnaque!! 
En plus de ne gagner que des compotes, celles ci sont toujours en rupture de stock...gagner un produit qui n existe pas est ce bien légal? Demande au responsable...réponse repassez plus tard...nous y sommes retournes tous les 2 jours en vain...bon expiré...merci lidl pour votre soit disant gratuité qui m a fait perdre mon temps et mon argent!
De plus en plus de clients se plaignent...a quand une solution a ce problème plus que récurrent...??",1,0,0,0,0
652,J'ai acheté quelques produits vegan du…,3,J'ai acheté quelques produits vegan du nouveau catalogue. Les yaourts sont vraiment infame. Acide et fade. Est ce que les produits on été testé avant d'etre mis en vente? J'achète les miens d'habitude a aldi. Je voulais essayer ceux de lidl mais je vais revenir a aldi.,2022-01-26T20:29:00.000Z,,,J'ai acheté quelques produits vegan du… J'ai acheté quelques produits vegan du nouveau catalogue. Les yaourts sont vraiment infame. Acide et fade. Est ce que les produits on été testé avant d'etre mis en vente? J'achète les miens d'habitude a aldi. Je voulais essayer ceux de lidl mais je vais revenir a aldi.,0,1,0,0,0
653,Je suis dans le Val d'Oise,2,"Je suis dans le Val d'Oise, et je fais mes courses chez Lidl depuis qu'ils sont installés 3 magasins maitenant plus qu'un, j'ai remarqué depuis le confinement la marque s'est Embourgoiser depuis qu'elle fait des passages TV et slogans publicitaires étant le 1er hard discount en France, mais voilà j'avais pour habitude d'acheter de l'outillage Electro portatifs a des prix assez resonnable mais maintenant Lidl revend toujours les mêmes articles avec une petite augmentation au passage MAIS Il n'y a plus de batterie ni chargeur vendus séparément entre 16€ et 20€ , un vol de haut voltige, c'est comme si vous achetez dans un garage une voiture sans les roues, depuis je n'achète plus chez Lidl, il y a Aldi qui sont plus serieux en sans pub",2022-01-26T17:15:33.000Z,,,"Je suis dans le Val d'Oise Je suis dans le Val d'Oise, et je fais mes courses chez Lidl depuis qu'ils sont installés 3 magasins maitenant plus qu'un, j'ai remarqué depuis le confinement la marque s'est Embourgoiser depuis qu'elle fait des passages TV et slogans publicitaires étant le 1er hard discount en France, mais voilà j'avais pour habitude d'acheter de l'outillage Electro portatifs a des prix assez resonnable mais maintenant Lidl revend toujours les mêmes articles avec une petite augmentation au passage MAIS Il n'y a plus de batterie ni chargeur vendus séparément entre 16€ et 20€ , un vol de haut voltige, c'est comme si vous achetez dans un garage une voiture sans les roues, depuis je n'achète plus chez Lidl, il y a Aldi qui sont plus serieux en sans pub",1,1,0,0,0
654,je suis allée chez Lidl Meurchin le 3…,1,"je suis allée chez Lidl Meurchin le 3 janvier faire mes courses, les employées se disputaient en plein dans les rayons en parlant bien fort et en se plaignant, super ambiance pour faire ses courses... Aujourd'hui, j'y retourne, une employée s'occupait des fruits qu'elle jetait littéralement dans le rayon. Vous pensez bien que je n'ai pas acheté de pommes qui seront gâtées demain !",2022-01-26T12:26:17.000Z,,,"je suis allée chez Lidl Meurchin le 3… je suis allée chez Lidl Meurchin le 3 janvier faire mes courses, les employées se disputaient en plein dans les rayons en parlant bien fort et en se plaignant, super ambiance pour faire ses courses... Aujourd'hui, j'y retourne, une employée s'occupait des fruits qu'elle jetait littéralement dans le rayon. Vous pensez bien que je n'ai pas acheté de pommes qui seront gâtées demain !",1,0,0,0,0
655,Ma fille en parfaite santé se retrouve…,3,"Ma fille en parfaite santé, se retrouve en état de stress au passage en caisse. 
Je suis cardiaque et fait fréquemment des malaises vagal lors du passage en caisses. Je me suis évanouie à plusieurs reprises sur le parking du supermarché. 
Cette situation invivable m'a orientée vers d'autres endroits où il n'existe pas de rendement lors des paiements. Vraiment dommage !",2022-01-24T09:53:50.000Z,,,"Ma fille en parfaite santé se retrouve… Ma fille en parfaite santé, se retrouve en état de stress au passage en caisse. 
Je suis cardiaque et fait fréquemment des malaises vagal lors du passage en caisses. Je me suis évanouie à plusieurs reprises sur le parking du supermarché. 
Cette situation invivable m'a orientée vers d'autres endroits où il n'existe pas de rendement lors des paiements. Vraiment dommage !",1,0,0,0,0
656,La nouvelle application Lidl Plus est…,3,"La nouvelle application Lidl Plus est bien et pratique, cependant ce qui est dommage c’est les cartes à gratter: nous tombons toujours sur les mêmes produits!!
Compote de pommes allégées et sachet de chips cacahuète . Dommage",2022-01-23T23:01:44.000Z,,,"La nouvelle application Lidl Plus est… La nouvelle application Lidl Plus est bien et pratique, cependant ce qui est dommage c’est les cartes à gratter: nous tombons toujours sur les mêmes produits!!
Compote de pommes allégées et sachet de chips cacahuète . Dommage",0,0,0,0,0
657,Bonjour  j'ai  une petite remarque,3,"Bonjour  j'ai  une petite remarque, j'achète  souvent  un produit  pour nettoyer la cuisine, ce produit  s'appelle  spray dégraissant  multi-usages à l'intérieur  liquide  blanc, le problème  de cette  bouteille au niveau  du bouchon  ça se casse  rapidement, j'aimerai  bien  que vous  trouverez  une solution  pour qu'elle  reste  solide incassable, merci",2022-01-23T20:50:39.000Z,,,"Bonjour  j'ai  une petite remarque Bonjour  j'ai  une petite remarque, j'achète  souvent  un produit  pour nettoyer la cuisine, ce produit  s'appelle  spray dégraissant  multi-usages à l'intérieur  liquide  blanc, le problème  de cette  bouteille au niveau  du bouchon  ça se casse  rapidement, j'aimerai  bien  que vous  trouverez  une solution  pour qu'elle  reste  solide incassable, merci",0,1,0,0,0
658,Produit absent en magasin coupon gagnant appli lidl,1,Produit absent en magasin sur les coupons gagnants et aucun produit de substitution. Pas commerçant du tout de la part du responsable qui nous dit d’aller voir dans un autre magasin.,2022-01-22T12:33:20.000Z,,,Produit absent en magasin coupon gagnant appli lidl Produit absent en magasin sur les coupons gagnants et aucun produit de substitution. Pas commerçant du tout de la part du responsable qui nous dit d’aller voir dans un autre magasin.,1,0,0,1,0
659,Carte à gratter sur Lidl plus à chaque…,1,"Carte à gratter sur Lidl plus à chaque passage, facile de gagner, ex: compote de pomme, par 2 fois, le lot expire parce que indisponible!!!! Alors ne vanter pas votre carte!!!",2022-01-22T08:54:25.000Z,,,"Carte à gratter sur Lidl plus à chaque… Carte à gratter sur Lidl plus à chaque passage, facile de gagner, ex: compote de pomme, par 2 fois, le lot expire parce que indisponible!!!! Alors ne vanter pas votre carte!!!",1,0,0,0,0
